index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
36	main-captions	MSRvid	2012test	0612	none	none	A man is jumping rope outside.	A woman is slicing a cucumber.	0.000
37	main-captions	MSRvid	2012test	0613	none	none	A person is slicing some onions.	A hamster is singing.	0.000
38	main-captions	MSRvid	2012test	0614	none	none	A woman holds a kangaroo.	A man in a hat sings a song.	0.000
39	main-captions	MSRvid	2012test	0626	none	none	A person is peeling a potato.	A cat is licking a small bottle.	0.000
40	main-captions	MSRvid	2012test	0627	none	none	A cat is jumping into a box.	A young man is talking to a leaf.	0.000
41	main-captions	MSRvid	2012test	0634	none	none	A woman slices a lemon.	A man is talking into a microphone.	0.000
42	main-captions	MSRvid	2012test	0638	none	none	A man sharpens a pencil using a knife.	A woman is dancing in the rain.	0.000
43	main-captions	MSRvid	2012test	0639	none	none	Plastic toys are floating in water.	The ladies are performing a dance.	0.000
44	main-captions	MSRvid	2012test	0643	none	none	A man is tying his shoe.	A dog is riding on a bicyclists shoulders.	0.000
45	main-captions	MSRvid	2012test	0646	none	none	A dog is running on the ground.	A girl is tapping her finger nails.	0.000
46	main-captions	MSRvid	2012test	0651	none	none	A woman is mincing some garlic.	A person is cleaning a disk.	0.000
47	main-captions	MSRvid	2012test	0657	none	none	Two Sumo ringers are fighting each other.	A man rides a water toy in the water.	0.000
48	main-captions	MSRvid	2012test	0659	none	none	A man lays on the ground and aims a rifle.	A man is spreading butter on a tortilla.	0.000
49	main-captions	MSRvid	2012test	0671	none	none	The man drove his little red car around the traffic.	The dog ran in the water at the beach.	0.000
50	main-captions	MSRvid	2012test	0680	none	none	A man is patting an alligator on the mouth.	A person is dumping chopped vegetables into a pot on the stove.	0.000
51	main-captions	MSRvid	2012test	0681	none	none	A person checks some rice pudding.	A horse is running.	0.000
52	main-captions	MSRvid	2012test	0684	none	none	A woman is stirring two eggs in a glass bowl.	A young girl is singing on a stage.	0.000
53	main-captions	MSRvid	2012test	0685	none	none	The man is playing the drums.	A man pours cleaner in his sink.	0.000
54	main-captions	MSRvid	2012test	0689	none	none	A boy is crawling into a dog house.	A cat is playing on the floor.	0.000
55	main-captions	MSRvid	2012test	0693	none	none	A man is riding a bike.	A panda bear is eating.	0.000
56	main-captions	MSRvid	2012test	0694	none	none	A young man is singing and playing the piano.	The man is writing a letter.	0.200
57	main-captions	MSRvid	2012test	0696	none	none	A girl is playing a piano.	A boy is doing push ups.	0.000
58	main-captions	MSRvid	2012test	0700	none	none	Someone is holding a hedgehog.	A onion is being sliced.	0.000
59	main-captions	MSRvid	2012test	0705	none	none	A cat is drinking some water.	A truck is going down a hill.	0.000
60	main-captions	MSRvid	2012test	0706	none	none	A person is putting salt and pepper on a piece of pork.	A youngster is sitting on a piano.	0.000
61	main-captions	MSRvid	2012test	0707	none	none	The man sat in his chair and stared.	The little girl is putting her hair into a pony tail.	0.000
62	main-captions	MSRvid	2012test	0731	none	none	A cat is licking himself.	A man is slicing a white onion with a mandolin slicer.	0.000
63	main-captions	MSRvid	2012test	0740	none	none	A woman is adding sauce to some food.	A person is cutting leaves.	0.200
64	main-captions	MSRvid	2012test	0744	none	none	Three children are eating their food.	The deer jumped over the fence.	0.000
65	main-captions	MSRvid	2012test	0745	none	none	A submarine is going through water.	A baby is falling asleep.	0.000
66	main-captions	MSRvid	2012test	0747	none	none	A person is slicing an onion.	A cat is pooping into a toilet.	0.000
67	main-captions	MSRvid	2012test	0748	none	none	A badger is digging in the dirt.	A man is moving large rocks.	0.000
68	main-captions	MSRvid	2012test	0749	none	none	A woman is slicing big pepper.	A dog is moving its mouth.	0.000
69	main-captions	MSRvid	2012train	0122	none	none	A car is parking.	A cat is playing.	0.000
70	main-captions	MSRvid	2012train	0153	none	none	A woman is swimming.	A man is singing.	0.067
71	main-captions	MSRvid	2012train	0180	none	none	A person is making a bed.	A person is eating at a table.	0.200
72	main-captions	MSRvid	2012train	0188	none	none	The woman is smoking.	The man is walking.	0.200
73	main-captions	MSRvid	2012train	0196	none	none	A man is playing a piano.	A woman is peeling a potato.	0.000
74	main-captions	MSRvid	2012train	0245	none	none	A woman is firing a rifle.	A woman is cutting a lemon.	0.200
75	main-captions	MSRvid	2012train	0299	none	none	A man is playing a flute.	A woman is applying eye liner.	0.000
76	main-captions	MSRvid	2012train	0314	none	none	A man is being put into an abulance.	A man is pouring pasta onto a plate.	0.000
77	main-captions	MSRvid	2012train	0366	none	none	A man is dancing.	A rat is running.	0.000
78	main-captions	MSRvid	2012train	0368	none	none	A man is playing guitar.	A woman is peeling a tuber.	0.000
79	main-captions	MSRvid	2012train	0370	none	none	A woman is riding a horse.	A man is running on rope.	0.000
80	main-captions	MSRvid	2012train	0378	none	none	A woman is scraping a carrot.	A man is striking clay pots.	0.000
81	main-captions	MSRvid	2012train	0384	none	none	The man danced in the diner.	The bomb exploded in the desert.	0.000
82	main-captions	MSRvid	2012train	0421	none	none	The girl is riding the horse.	The girl is spraying the plants with water.	0.200
83	main-captions	MSRvid	2012train	0472	none	none	The two dogs were in the pen.	The cowboy rode his horse in the desert.	0.000
84	main-captions	MSRvid	2012train	0477	none	none	A man is opening a box using a knife.	A man is playing a guitar.	0.000
85	main-captions	MSRvid	2012train	0488	none	none	Someone is cutting a circle out of a pink sheet of paper.	Someone is pouring tomato sauce into a pot of meat.	0.200
86	main-captions	MSRvid	2012train	0489	none	none	A man is playing flute.	A man is petting a tied up dog.	0.200
87	main-captions	MSRvid	2012train	0491	none	none	A girl is eating a cupcake.	A man is playing a trumpet.	0.000
88	main-captions	MSRvid	2012train	0493	none	none	A man is buttering bread.	A woman is ridint a horse.	0.000
89	main-captions	MSRvid	2012train	0517	none	none	A woman is in the rain.	A car is driving along the road.	0.000
90	main-captions	MSRvid	2012train	0518	none	none	A woman is hitting a man.	A man is holding a slow loris.	0.000
91	main-captions	MSRvid	2012train	0519	none	none	A woman is riding an elephant.	A man is lifting himself.	0.000
92	main-captions	MSRvid	2012train	0532	none	none	A woman is seasoning a piece of meat.	A man is loading a rifle with bullets.	0.000
93	main-captions	MSRvid	2012train	0541	none	none	A rabbi is talking.	A man is walking on a rope.	0.000
94	main-captions	MSRvid	2012train	0542	none	none	A man rides a horse.	A woman rubs a baby's leg.	0.000
95	main-captions	MSRvid	2012train	0543	none	none	A man is playing guitar.	Smeone is laying down.	0.000
96	main-captions	MSRvid	2012train	0545	none	none	A man  is driving a car.	A woman dips a shrimp in batter.	0.000
97	main-captions	MSRvid	2012train	0547	none	none	A dog is barking.	A jet is flying.	0.231
98	main-captions	MSRvid	2012train	0553	none	none	A man is frying a tortilla.	A person is performing a card trick.	0.000
99	main-captions	MSRvid	2012train	0559	none	none	A man is playing a violin.	The baby is laughing and crawling.	0.000
100	main-captions	MSRvid	2012train	0564	none	none	People are walking in the garden.	One boy is talking with other man.	0.000
101	main-captions	MSRvid	2012train	0583	none	none	A young woman is playing the flute.	A woman is washing off the top of a freezer.	0.000
102	main-captions	MSRvid	2012train	0588	none	none	A person is slicing an onion.	A solenodon is walking along the ground.	0.000
103	main-captions	MSRvid	2012train	0602	none	none	A man is cutting grass.	A masked man sings.	0.000
104	main-captions	MSRvid	2012train	0612	none	none	A woman is cutting scallions.	A woman falls on a sand castle.	0.000
105	main-captions	MSRvid	2012train	0614	none	none	A machine is sharpening a pencil.	A girl is riding a bicycle.	0.000
106	main-captions	MSRvid	2012train	0615	none	none	A woman is brushing her feet.	The sun is rising behind trees.	0.000
107	main-captions	MSRvid	2012train	0622	none	none	A woman cuts a pink loaf with a knife.	A man is playing a guitar.	0.118
108	main-captions	MSRvid	2012train	0625	none	none	A man is catching a ball.	A cat is rubbing against a baby.	0.000
109	main-captions	MSRvid	2012train	0626	none	none	A girl is reading a newspaper.	A chef is peeling a potato.	0.000
110	main-captions	MSRvid	2012train	0633	none	none	A boy is playing piano and singing.	A pig is agitating a lion.	0.000
111	main-captions	MSRvid	2012train	0637	none	none	A monkey is walking through the water.	A guy is playing a trumpet.	0.000
112	main-captions	MSRvid	2012train	0638	none	none	A woman is putting on makeup.	A band is singing.	0.000
113	main-captions	MSRvid	2012train	0640	none	none	A dog is driving a car.	A guy is talking into a microphone.	0.000
114	main-captions	MSRvid	2012train	0656	none	none	A woman is dancing by a fire.	A man ties a noose.	0.000
115	main-captions	MSRvid	2012train	0659	none	none	A boy is cutting paper.	A man is loading a rifle.	0.000
116	main-captions	MSRvid	2012train	0661	none	none	The man talked on the telephone.	Girls are walking on the stage.	0.000
117	main-captions	MSRvid	2012train	0665	none	none	An animal is walking.	A woman is applying eye makeup.	0.000
118	main-captions	MSRvid	2012train	0696	none	none	A man is adding oil to a pot.	A dog is catching a fish in a river.	0.200
119	main-captions	MSRvid	2012train	0723	none	none	A woman puts ingredients in a whisked egg.	A man pours gasoline.	0.000
120	main-captions	MSRvid	2012train	0727	none	none	A man is playing the guitar.	A person is slicing a meat into pieces.	0.000
121	main-captions	MSRvid	2012train	0731	none	none	A little girl plays the violin on a beach.	The girl sat on the couch to crochet.	0.000
122	main-captions	MSRvid	2012train	0735	none	none	A female applies something to he hair with her hands.	A cat is eating a slice of watermelon.	0.000
123	main-captions	MSRvid	2012train	0741	none	none	The man is playing the wooden flute.	A little boy is vacuuming the floor.	0.000
124	main-captions	MSRvid	2012train	0744	none	none	The men are playing soccer.	A man is riding a motorcycle.	0.000
125	main-captions	MSRvid	2012train	0746	none	none	A woman is running on the beach.	A dog is swimming in a pool.	0.000
126	main-captions	images	2014	0017	none	none	A kid jumping a ledge with a bike.	A black and white cat playing with a blanket.	0
127	main-captions	images	2014	0029	none	none	A person in a blue shirt reclines near a coffee table and television.	A person stands on the motorcycle seat and pops a wheelie.	0
128	main-captions	images	2014	0033	none	none	A pitched tent with a horse in the background.	A black and white lamb with other lambs in the background.	0
129	main-captions	images	2014	0050	none	none	A close-up, distorted photo of an empty glass Coke bottle.	A close-up picture of a desk with a computer and papers on it.	0
130	main-captions	images	2014	0070	none	none	Black and white photo of couch with purse at one end.	a black and white photo of a cow under a tree.	0
131	main-captions	images	2014	0077	none	none	A black and white photo of an old train station.	A black and white photo of a motorcycle laying on the ground.	0.2
132	main-captions	images	2014	0100	none	none	A living room with a dining table in the background.	A boy doing a wheelie on a plank with the beach in the background.	0
133	main-captions	images	2014	0116	none	none	A man sitting on the grass looking toward the sky.	The train is riding on the tracks in the snow.	0
134	main-captions	images	2014	0125	none	none	An orange tabby cat sleeping on the sofa.	Man wearing a bib sitting on a green couch.	0
135	main-captions	images	2014	0129	none	none	The men are playing a guitar and having a drink.	There is a young boy with a red and blue jacket on feeding a sheep.	0
136	main-captions	images	2014	0132	none	none	A close-up of an animal with a long face standing on grass near a tree.	A close-up of a woman with black boots next to a blue motorcycle.	0
137	main-captions	images	2014	0158	none	none	A girl in a red shirt is riding a brown horse.	A tan and white dog laying in bed with a yellow coverlet.	0
138	main-captions	images	2014	0178	none	none	Tan cow with ear tags on a grassy field.	Many sheep standing on a green hill.	0.2
139	main-captions	images	2014	0201	none	none	A women sitting in a chair at Christmas holding make up.	A train sitting on the tracks in a train yard.	0
140	main-captions	images	2014	0208	none	none	A plane flying at a distance.	A woman with a white horse.	0
141	main-captions	images	2014	0209	none	none	A group of river barges with trees in the background.	A group of cows in a field with yellow tags in their ears.	0.2
142	main-captions	images	2014	0212	none	none	A passenger train coming into a station.	A large bird is flying through the air.	0
143	main-captions	images	2014	0245	none	none	Two red buses driving in front of a garden.	Train pulling into a station.	0
144	main-captions	images	2014	0264	none	none	A man sitting on the grass looking toward the sky.	The man is standing on the sidewalk in front of the horse.	0
145	main-captions	images	2014	0271	none	none	Two brown horses standing in grassy field.	Two men sailing in a small sailboat.	0
146	main-captions	images	2014	0295	none	none	A woman posing in front of an apartment building in the snow.	White bus parked in grass in front of building.	0
147	main-captions	images	2014	0308	none	none	An airplane facing the camera.	A lone cow sits in the cold of the yard.	0
148	main-captions	images	2014	0327	none	none	Two dogs in a fenced kennel look ahead.	Two woman pose in a dining room with a baby.	0
149	main-captions	images	2014	0333	none	none	Two guys sit on a couch holding beers with a girl lying on their laps.	Two women watching the street with their bikes to see when they may cross.	0
150	main-captions	images	2014	0347	none	none	An Esso gas station with trees in the background.	Two police officers standing behind a van with a bus in the background.	0
151	main-captions	images	2014	0349	none	none	A horse standing near a gate with another horse in the background.	A group of river barges with trees in the background.	0
152	main-captions	images	2014	0370	none	none	The bird is sitting on the branch.	The sheep is standing under the trees.	0
153	main-captions	images	2014	0386	none	none	A black table with white fuzzy chair.	A woman with her child.	0
154	main-captions	images	2014	0393	none	none	A young boy coloring with a red and blue crayon.	A young blonde girl in riding gear sits on top of a gray and white horse.	0
155	main-captions	images	2014	0397	none	none	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0
156	main-captions	images	2014	0398	none	none	The cat is sitting between two bicycles in front of a door.	Than horse standing in a field in front of a fence.	0
157	main-captions	images	2014	0399	none	none	A girl with a red bag standing on the street.	A black dog is staring at a sheep.	0
158	main-captions	images	2014	0426	none	none	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0
159	main-captions	images	2014	0435	none	none	Two goats standing in a field by a tree.	A large boat pulling a small white boat.	0
160	main-captions	images	2014	0444	none	none	The woman is sitting on the red motorcycle.	The white sheep is standing on the green hill.	0
161	main-captions	images	2014	0446	none	none	A close-up of a black train engine.	Close up of a white sheep with a black head.	0
162	main-captions	images	2014	0463	none	none	Two women in the kitchen looking at a object.	Three men in suits sitting at a table.	0
163	main-captions	images	2014	0491	none	none	A close-up of a brown horse's head.	A close-up of a yellow school bus.	0
164	main-captions	images	2014	0492	none	none	A person in a red cap standing next to a brick support beam.	A brown horse is standing on grass and scrub.	0
165	main-captions	images	2014	0520	none	none	Man playing guitar while sitting down.	Red and white bus driving down road.	0
166	main-captions	images	2014	0560	none	none	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.	A girl wearing black shorts and boots is standing next to a blue motorcycle.	0
167	main-captions	images	2014	0565	none	none	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0
168	main-captions	images	2014	0576	none	none	A young girl wearing a bike helmet with a bicycle in the background.	A women holds a small dog on a leash with chairs in the background.	0
169	main-captions	images	2014	0596	none	none	A building with a temporary sign over the entrance to its parking lot.	Road with the rear image of the tail lights of a bus.	0.2
170	main-captions	images	2014	0615	none	none	Two men standing on beach.	Two women standing in front of tour bus.	0
171	main-captions	images	2014	0628	none	none	Two women are sitting in a cafe.	Two men catching a fish in a swamp.	0
172	main-captions	images	2014	0660	none	none	A white leather couch with a purse and throw blanket on it.	A television with a show on.	0
173	main-captions	images	2014	0722	none	none	Two dogs in a fenced kennel look ahead.	Two girls on a guy posing on the bow a boat.	0
174	main-captions	images	2015	0045	none	none	A brown dog laying on a blue cover.	A person is diving into clear blue water.	0.00
175	main-captions	images	2015	0046	none	none	The two boys play in the field.	The two people have their heads covered with scarves.	0.00
176	main-captions	images	2015	0157	none	none	Man is carrying a tool box down the sidewalk.	A woman is riding a blue bicycle in a park.	0.00
177	main-captions	images	2015	0159	none	none	A tent and a campsite in a sunlit forest.	A white dog on a beach is carrying a stick in its mouth.	0.00
178	main-captions	images	2015	0194	none	none	A girl swings her long, wet hair in a lake.	A person riding a dirt bike.	0.00
179	main-captions	images	2015	0202	none	none	A guy and two girls are smiling at the camera.	Three dogs, one white and two brown, are running together on a field of grass.	0.00
180	main-captions	images	2015	0223	none	none	A white and black dog is jumping into a pool.	A woman in a black apron is standing in front of a mirror.	0.00
181	main-captions	images	2015	0233	none	none	A blonde dog is catching a ball in its mouth in the snow.	A little blonde girl is sitting on a green chair.	0.00
182	main-captions	images	2015	0245	none	none	Children jumping on a trampoline.	A man is sledding on an orange slide.	0.00
183	main-captions	images	2015	0254	none	none	A skier speeds through the snow.	A brown dog carrying a Frisbee runs through the snow.	0.20
184	main-captions	images	2015	0321	none	none	Two dogs share a toy in a field of vegetation.	Two snowboarders are in the air over the snow.	0.17
185	main-captions	images	2015	0324	none	none	A blond haired lady in white poses for the camera.	A black and white dog runs with its mouth open.	0.00
186	main-captions	images	2015	0328	none	none	A dog runs through a field chasing a ball.	A child runs through the grass.	0.20
187	main-captions	images	2015	0368	none	none	A blue and white soccer team playing against each other.	A topless woman with her face painted is covered in mud.	0.00
188	main-captions	images	2015	0384	none	none	An elderly man in a blue shirt is holding up a piece of canvas art.	A black man is walking next to a building in a big city.	0.00
189	main-captions	images	2015	0401	none	none	Two men on the side of a barge	A man is lying the grass with long hair and beard.	0.00
190	main-captions	images	2015	0447	none	none	A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.	A man is tying a red arm band around another mans arm in the street.	0.00
191	main-captions	images	2015	0471	none	none	A black dog is walking on the grass with a stick in it's mouth.	A boy holds a net with a snake in it close to the ground.	0.00
192	main-captions	images	2015	0498	none	none	A young boy in a white dress shirt is playing on a grassy plain.	A woman is getting her hair done at a salon.	0.00
193	main-captions	images	2015	0562	none	none	The large brown dog is jumping through the tall grass.	The girl wearing a blue shirt is running through a science center.	0.00
194	main-captions	images	2015	0569	none	none	A grey hound is active in a grassy field.	A bunch of bikes racing on a track.	0.00
195	main-captions	images	2015	0580	none	none	A man standing on a boat is pulling another boat close by with a bamboo stick.	a man in a black hat standing in front of a brick wall and a sign	0.00
196	main-captions	images	2015	0582	none	none	A person is skijoring with a dog in the mountains.	A brown dog is playing with a ball in the water.	0.00
197	main-captions	images	2015	0610	none	none	A baby in a red hat sitting in a stroller is holding a doll.	A man in a gray shirt sitting in a field of flowers.	0.00
198	main-captions	images	2015	0624	none	none	A climber is standing on the rock face next to the pink rope.	The children are running in the snow with fences in the background.	0.00
199	main-captions	images	2015	0637	none	none	Two dogs are playing around in the dirt.	A dancer posing for the camera in a red and white dress.	0.00
200	main-captions	images	2015	0646	none	none	Man rowing a boat.	a man doing a trick on skateboard	0.00
201	main-captions	images	2015	0680	none	none	A woman is attempting to ride a small wave.	A man and woman sitting back to back outside in the sun.	0.00
202	main-captions	images	2015	0744	none	none	A boy wearing a red shirt runs across the grass with a furry dog.	A sports fan is wearing face paint in the stands.	0.00
203	main-captions	images	2015	0747	none	none	A black dog retrieves in the snow.	A skateboarder jumping in the street.	0.00
204	main-captions	images	2015	0787	none	none	A girl runs along a river bank with two black dogs.	A little boy is petting a tiger that is laying down.	0.20
205	main-captions	images	2015	0799	none	none	A brown and white dog is walking next to a man on a skateboard.	A blond child is laying on a branch of a tree in a green field.	0.00
206	main-captions	images	2015	0823	none	none	Two girls are jumping high in the air.	Two dogs nussle one another in the grass near a lake.	0.20
207	main-captions	images	2015	0835	none	none	Two people wearing hats sit and look at the camera.	A man wearing a blue shirt makes a grouchy face.	0.00
208	main-captions	images	2015	0848	none	none	A girl in a pink shirt is sprawling her limbs out in midair.	A man dressed in a Santa suit is climbing up a large concrete building.	0.00
209	main-captions	images	2015	0851	none	none	Child sliding in the snow.	Man sleeping on the street.	0.00
210	main-captions	images	2015	0899	none	none	The black dog is running through the snow.	A race car driver is driving his car through the mud.	0.00
211	main-captions	images	2015	0954	none	none	The boy is looking up at the girl as another girl ignores them.	the boy is diving into the pool as the couple watch.	0.20
212	main-captions	images	2015	1010	none	none	Two dogs run through the snow, one with a tennis ball.	The boy is doing a stunt, through the air, on his bicycle.	0.00
213	main-captions	images	2015	1037	none	none	Two constructions workers sit on a beam taking a break.	The man is putting on his shirt near an elevator.	0.00
214	main-captions	images	2015	1047	none	none	Two kids splashing in the water.	Two dogs play together on the bed.	0.00
215	main-captions	images	2015	1105	none	none	Two soccer players battle for the ball during an intense match.	Two little orange and white dogs are in the snow.	0.00
216	main-captions	images	2015	1135	none	none	A man stands astride a bike on a rocky trail by a lake.	A woman is wearing a white headband, purple tank top and black gloves.	0.00
217	main-captions	images	2015	1185	none	none	Two men sit on the sidewalk in front of stores.	A woman in a bathing suit walks a dog on the beach.	0.00
218	main-captions	images	2015	1224	none	none	Two girls on the shore watch people in a boat fish.	Two males, one in red and one in white playing a basketball game.	0.00
219	main-captions	images	2015	1246	none	none	A man in a blue cap is sitting on a stool under a tree.	A dog standing on a beach with a ball nearby.	0.00
220	main-captions	images	2015	1278	none	none	Two birds interacting in the grass	Two dogs play with each other outdoors.	0.20
221	main-captions	images	2015	1300	none	none	Children play fight with swords.	A child and parent pet a horse.	0.00
222	main-captions	images	2015	1376	none	none	Some children are raising their hands and clapping.	Three children are playing soccer in the sand.	0.20
223	main-captions	images	2015	1380	none	none	A man blowing a large bubble.	A man walking a large black horse.	0.00
224	main-captions	images	2015	1391	none	none	The girl is wearing a blue striped shirt and Rollerblades.	a man wearing a black and white shirt jumping on a dogs back	0.00
225	main-captions	images	2015	1392	none	none	A tattooed man in black playing a white guitar and singing.	A woman in a black and white coat and earmuffs.	0.00
226	main-captions	images	2015	1474	none	none	A black dog is running through some water.	A man in a football uniform is running with a football during a game.	0.00
227	main-captions	images	2015	1481	none	none	A group of people in boats racing towards the shore.	A classroom of students watching a presentation.	0.00
228	main-captions	images	2015	1484	none	none	A boy skateboards down the metal handrail at night.	A brown dog runs on the sand, holding a stick.	0.00
229	main-captions	images	2015	1486	none	none	A person is squeezing through an opening in the rock face.	A medium sized brown dog is running through an open white wooded area.	0.00
230	main-forum	deft-forum	2014	0114	none	none	Originally Posted by anabelle What's wrong with that?	Originally Posted by Vienna To 'say' what?	0
231	main-forum	deft-forum	2014	0147	none	none	I have no problem with those that have money!	I have many problems with these men, way to many to state here!	0.2
232	main-forum	deft-forum	2014	0150	none	none	It doesn't have to be braindead.	I don't have a proposed model.	0
233	main-forum	deft-forum	2014	0413	none	none	It's about the baggage attached.	It's not the same thing.	0
234	main-news	deft-news	2014	0027	none	none	alto huallaga is located northeast of the capital lima.	puerto cabezas is located 557 km northeast of managua, nicaragua.	0
235	main-news	deft-news	2014	0123	none	none	the matter is delicate.	the iaea report is restricted.	0
236	main-news	deft-news	2014	0195	none	none	the iaea report is restricted.	the killers escaped.	0
237	main-news	deft-news	2014	0201	none	none	helmand province is the world's largest producer of opium.	the areva group is the world's largest nuclear engineering firm.	0
238	main-news	deft-news	2014	0226	none	none	naeem m. was hanged in zabol, sistan-baluchestan province.	zahedan is the capital of sistan-baluchestan province.	0.2
239	main-news	deft-news	2014	0228	none	none	it will be hosted by the australian government.	the u.s. plans have angered the russian government.	0
240	main-news	deft-news	2014	0276	none	none	the book states that the drug conveys a completely positive image.	the official stated that this was a complete technology transfer.	0
241	main-news	headlines	2013	0020	none	none	Indian finance minister quits to run for president	Julian Assange Plans to Run for Australian Senate	0.2
242	main-news	headlines	2013	0081	none	none	1 person killed in sectarian clashes in Lebanon	180 killed in Iran earthquake	0
243	main-news	headlines	2013	0083	none	none	Gains in financial stocks push up European equities	British Christians take complaints to European court	0
244	main-news	headlines	2013	0128	none	none	Gusmao consolidates power in East Timor elections	Supreme Court possibilities if Romney wins election	0
245	main-news	headlines	2013	0140	none	none	Erdogan and Putin talked in raised voice	Foreign militants killed in Somalia in strike on car	0
246	main-news	headlines	2013	0168	none	none	Five killed in China building collapse	At least 20 killed in Syria Saturday	0.2
247	main-news	headlines	2013	0183	none	none	UN envoy in Turkey for talks on Syria	NZ to increase exports to China	0.2
248	main-news	headlines	2013	0188	none	none	Mali future interim president readies to take office	Pope rips into dissident priests on celibacy	0
249	main-news	headlines	2013	0195	none	none	Clinton calls for friends of Syria to unite	Plastic artist calls for greater support for new talents	0
250	main-news	headlines	2013	0196	none	none	JK Rowling launches her first adult novel	Syria launches ground assault in Aleppo	0
251	main-news	headlines	2013	0244	none	none	Head of CIA resigns over affair	Hall of Fame beckons for Capriati	0
252	main-news	headlines	2013	0290	none	none	Bradley triumphs at Firestone as Furyk fades	Bahrain court upholds sentences against uprising leaders	0
253	main-news	headlines	2013	0329	none	none	China trade returns to surplus in March	Tense calm returns to south Tel Aviv	0
254	main-news	headlines	2013	0370	none	none	Australian among four on plane missing in Indonesia	Iranian painter Mansoureh Hosseini dies	0
255	main-news	headlines	2013	0403	none	none	String of Iraq blasts kills at least 32	Strong Italy Quake Kills at Least Six	0
